ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Método_Pago,Estado
1981,24/8/2024,70,35,5,1,Completa
23,25/08/2024,4,34,6,1,Completa
142,25/08/2024,246,21,2,2,Completa
520,25/08/2024,208,33,4,4,Completa
639,25/08/2024,279,29,3,1,Completa
917,25/08/2024,275,13,6,1,Completa
1049,25/8/2024,263,25,4,4,Completa
1245,25/8/2024,316,29,3,3,Completa
1310,25/8/2024,179,23,6,2,Completa
1381,25/8/2024,161,20,3,2,Completa
2424,25/8/2024,61,14,3,3,Completa
2677,25/8/2024,118,33,2,5,Completa
508,26/08/2024,14,32,3,4,Completa
640,26/08/2024,316,28,1,3,Completa
719,26/08/2024,148,17,6,5,Completa
1257,26/8/2024,15,6,4,5,Completa
1419,26/8/2024,278,22,3,1,Completa
1486,26/8/2024,313,5,3,1,Completa
2166,26/8/2024,153,36,3,5,Completa
2664,26/8/2024,284,8,6,5,Completa
2697,26/8/2024,218,24,5,4,Completa
206,27/08/2024,96,30,5,4,Completa
869,27/08/2024,111,20,2,1,Completa
888,27/08/2024,90,6,3,3,Completa
903,27/08/2024,257,5,5,5,Completa
2915,27/8/2024,187,37,2,3,Completa
1,28/08/2024,298,17,1,3,Completa
1053,28/8/2024,23,2,3,1,Completa
2688,28/8/2024,74,15,2,5,Completa
601,29/08/2024,193,25,6,5,Completa
670,29/08/2024,80,7,3,2,Completa
729,29/08/2024,288,11,3,1,Completa
943,29/08/2024,56,5,6,3,Completa
984,29/08/2024,121,6,5,4,Completa
1055,29/8/2024,229,34,5,1,Completa
1208,29/8/2024,306,14,4,3,Completa
2053,29/8/2024,178,30,1,2,Completa
2429,29/8/2024,89,23,3,1,Completa
2693,29/8/2024,133,33,4,2,Pendiente
2862,29/8/2024,233,25,3,4,Pendiente
670,29/08/2024,80,7,3,2,Completa
324,30/08/2024,206,3,3,4,Completa
1333,30/8/2024,132,28,2,2,Completa
1597,30/8/2024,281,33,2,5,Completa
1956,30/8/2024,1,36,3,3,Completa
2295,30/8/2024,252,34,2,5,Completa
526,31/08/2024,321,32,4,4,Completa
665,31/08/2024,151,10,5,4,Completa
1326,31/8/2024,307,34,5,4,Completa
1908,31/8/2024,199,3,2,3,Completa
2197,31/8/2024,151,36,1,1,Completa
2713,31/8/2024,176,34,3,3,Completa
2923,31/8/2024,214,10,6,1,Completa
2965,31/8/2024,183,37,4,3,Completa
46,01/09/2024,207,10,1,4,Completa
203,01/09/2024,322,31,6,3,Completa
493,01/09/2024,273,8,3,5,Pendiente
632,01/09/2024,50,36,5,5,Completa
1300,1/9/2024,201,25,5,4,Completa
1763,1/9/2024,182,35,3,2,Completa
1964,1/9/2024,319,29,1,5,Completa
2141,1/9/2024,188,16,4,1,Completa
2226,1/9/2024,122,8,6,4,Completa
2745,1/9/2024,114,9,3,2,Completa
2823,1/9/2024,91,32,6,5,Pendiente
154,02/09/2024,164,16,2,5,Completa
348,02/09/2024,248,9,4,4,Completa
518,02/09/2024,314,16,3,2,Pendiente
587,02/09/2024,317,20,5,1,Completa
702,02/09/2024,308,25,2,1,Completa
810,02/09/2024,40,24,6,4,Completa
931,02/09/2024,179,29,4,1,Completa
1203,2/9/2024,257,38,5,5,Completa
1789,2/9/2024,115,30,5,1,Completa
2288,2/9/2024,252,16,4,4,Completa
624,03/09/2024,297,36,1,5,Completa
738,03/09/2024,59,36,4,5,Completa
998,03/09/2024,152,25,5,3,Completa
1584,3/9/2024,194,31,2,2,Completa
2032,3/9/2024,100,38,4,4,Completa
2252,3/9/2024,206,31,3,4,Completa
52,04/09/2024,50,16,6,4,Completa
205,04/09/2024,303,2,3,5,Completa
385,04/09/2024,257,19,2,3,Completa
535,04/09/2024,167,14,3,1,Completa
1039,4/9/2024,314,22,1,4,Completa
1042,4/9/2024,257,8,2,4,Completa
1429,4/9/2024,23,26,2,5,Pendiente
1430,4/9/2024,302,19,3,1,Completa
2538,4/9/2024,141,30,5,3,Completa
147,05/09/2024,213,32,6,5,Completa
476,05/09/2024,209,38,5,2,Completa
1134,5/9/2024,138,30,2,4,Pendiente
1550,5/9/2024,125,6,4,1,Completa
2530,5/9/2024,218,4,1,4,Completa
5,06/09/2024,188,4,4,4,Completa
320,06/09/2024,93,38,3,3,Completa
862,06/09/2024,284,17,5,4,Completa
1526,6/9/2024,229,19,5,3,Completa
2025,6/9/2024,59,4,1,1,Completa
2607,6/9/2024,214,38,1,1,Completa
2612,6/9/2024,165,20,4,1,Completa
2714,6/9/2024,21,1,2,3,Completa
252,07/09/2024,222,23,3,3,Completa
299,07/09/2024,60,28,2,1,Pendiente
615,07/09/2024,205,17,4,1,Completa
811,07/09/2024,52,13,3,5,Completa
882,07/09/2024,288,32,5,2,Completa
927,07/09/2024,242,21,3,4,Completa
2075,7/9/2024,245,11,5,2,Pendiente
2455,7/9/2024,316,6,5,5,Pendiente
2459,7/9/2024,61,33,6,1,Completa
83,08/09/2024,187,2,6,4,Completa
442,08/09/2024,48,34,3,5,Completa
527,08/09/2024,13,10,6,3,Completa
761,08/09/2024,16,34,6,5,Completa
1252,8/9/2024,50,36,3,5,Pendiente
1371,8/9/2024,72,15,6,3,Completa
2200,8/9/2024,115,28,1,1,Completa
2592,8/9/2024,98,8,5,5,Completa
322,09/09/2024,97,9,6,5,Completa
402,09/09/2024,45,25,1,5,Completa
582,09/09/2024,266,21,3,5,Completa
1821,9/9/2024,143,16,1,4,Completa
726,10/09/2024,161,32,2,4,Completa
2359,10/9/2024,230,35,1,4,Pendiente
2744,10/9/2024,301,36,3,4,Completa
1649,11/9/2024,189,37,2,4,Completa
1854,11/9/2024,303,4,5,4,Completa
2220,11/9/2024,317,26,3,5,Completa
2489,11/9/2024,266,34,3,5,Completa
2649,11/9/2024,294,28,1,4,Pendiente
2809,11/9/2024,276,8,5,5,Pendiente
2878,11/9/2024,180,27,4,4,Completa
958,12/09/2024,80,11,3,3,Completa
1466,12/9/2024,215,17,1,1,Completa
2106,12/9/2024,135,14,2,1,Completa
2192,12/9/2024,167,26,6,4,Completa
2708,12/9/2024,233,29,5,3,Completa
1132,13/9/2024,88,22,1,4,Completa
1442,13/9/2024,4,17,4,2,Completa
2154,13/9/2024,212,25,6,4,Completa
1272,14/9/2024,187,12,2,2,Pendiente
1380,14/9/2024,126,22,2,1,Completa
1762,14/9/2024,71,29,2,4,Completa
1829,14/9/2024,207,23,2,4,Completa
2944,14/9/2024,22,21,3,5,Pendiente
2992,14/9/2024,311,30,2,4,Completa
522,15/09/2024,58,26,4,2,Completa
596,15/09/2024,169,1,5,5,Completa
634,15/09/2024,14,8,5,1,Completa
1183,15/9/2024,289,16,4,1,Completa
2798,15/9/2024,185,32,4,3,Completa
26,16/09/2024,286,23,2,5,Completa
561,16/09/2024,9,38,6,4,Completa
1230,16/9/2024,197,2,6,5,Cancelada
1484,16/9/2024,171,3,6,3,Completa
2286,16/9/2024,307,22,6,4,Completa
2667,16/9/2024,315,26,2,5,Pendiente
2941,16/9/2024,85,38,5,3,Completa
499,17/09/2024,197,2,1,1,Completa
576,17/09/2024,30,27,5,1,Completa
934,17/09/2024,213,26,5,4,Completa
1306,17/9/2024,168,23,2,5,Completa
1346,17/9/2024,278,3,5,1,Completa
2013,17/9/2024,84,2,3,3,Completa
2199,17/9/2024,325,13,4,3,Completa
2208,17/9/2024,324,17,5,5,Completa
2223,17/9/2024,219,6,5,1,Completa
2651,17/9/2024,272,21,4,5,Completa
71,18/09/2024,79,3,1,5,Completa
165,18/09/2024,173,8,3,4,Completa
304,18/09/2024,309,5,6,5,Completa
946,18/09/2024,313,34,4,4,Completa
1082,18/9/2024,282,33,6,4,Completa
1382,18/9/2024,318,23,2,1,Pendiente
1582,18/9/2024,245,16,1,2,Completa
1614,18/9/2024,60,37,1,1,Completa
1801,18/9/2024,46,33,1,5,Pendiente
1810,18/9/2024,72,35,4,5,Completa
2095,18/9/2024,36,36,6,2,Completa
2793,18/9/2024,205,16,2,5,Pendiente
186,19/09/2024,204,12,1,2,Completa
373,19/09/2024,41,26,3,4,Completa
892,19/09/2024,214,37,2,5,Completa
1089,19/9/2024,73,8,4,4,Completa
1289,19/9/2024,50,28,4,4,Completa
1366,19/9/2024,185,35,1,4,Completa
1599,19/9/2024,144,5,3,3,Completa
1963,19/9/2024,99,12,1,5,Completa
2988,19/9/2024,152,30,2,1,Completa
832,20/09/2024,100,21,6,3,Completa
899,20/09/2024,32,27,6,2,Completa
1477,20/9/2024,170,7,4,2,Completa
1495,20/9/2024,142,18,2,3,Completa
1929,20/9/2024,252,31,5,3,Completa
2508,20/9/2024,225,31,2,5,Completa
2895,20/9/2024,41,13,1,5,Completa
552,21/09/2024,286,17,1,4,Completa
720,21/09/2024,180,10,3,3,Completa
1197,21/9/2024,323,2,3,4,Completa
1259,21/9/2024,307,2,6,2,Completa
1265,21/9/2024,94,6,2,3,Completa
1302,21/9/2024,241,34,3,1,Completa
1712,21/9/2024,92,11,6,1,Completa
1909,21/9/2024,272,17,6,5,Pendiente
2069,21/9/2024,243,37,5,4,Completa
2406,21/9/2024,152,6,1,4,Completa
2647,21/9/2024,83,23,6,5,Completa
2673,21/9/2024,44,33,2,2,Completa
2738,21/9/2024,70,37,3,3,Completa
2972,21/9/2024,74,32,3,1,Completa
292,22/09/2024,221,26,6,4,Completa
654,22/09/2024,174,30,6,1,Completa
855,22/09/2024,35,8,2,3,Completa
1144,22/9/2024,106,21,1,4,Completa
1172,22/9/2024,164,13,1,5,Completa
1373,22/9/2024,192,11,1,5,Completa
2365,22/9/2024,95,37,3,4,Completa
2457,22/9/2024,234,3,3,4,Completa
2774,22/9/2024,31,6,2,5,Pendiente
2783,22/9/2024,61,10,5,1,Completa
2968,22/9/2024,245,29,2,1,Completa
156,23/09/2024,145,4,6,3,Completa
463,23/09/2024,280,32,4,2,Completa
470,23/09/2024,62,12,4,3,Pendiente
534,23/09/2024,56,1,5,1,Completa
568,23/09/2024,230,31,3,1,Completa
1180,23/9/2024,256,10,1,5,Pendiente
1340,23/9/2024,8,3,3,5,Completa
2620,23/9/2024,29,22,2,5,Completa
25,24/09/2024,275,34,3,3,Completa
368,24/09/2024,276,32,2,3,Pendiente
462,24/09/2024,100,32,5,4,Completa
637,24/09/2024,176,33,6,5,Completa
1402,24/9/2024,31,35,1,4,Completa
2377,24/9/2024,224,26,5,4,Completa
2735,24/9/2024,3,36,2,4,Pendiente
273,25/09/2024,130,4,4,5,Completa
478,25/09/2024,108,31,1,4,Completa
635,25/09/2024,261,5,2,1,Completa
805,25/09/2024,270,26,2,3,Completa
878,25/09/2024,153,26,2,1,Completa
1072,25/9/2024,155,28,2,4,Completa
1204,25/9/2024,280,33,1,4,Completa
1555,25/9/2024,9,25,2,2,Completa
1949,25/9/2024,223,1,3,1,Completa
1992,25/9/2024,266,29,6,4,Completa
2513,25/9/2024,290,18,1,1,Completa
2576,25/9/2024,214,15,2,3,Pendiente
2650,25/9/2024,48,26,2,2,Pendiente
2682,25/9/2024,8,17,5,4,Completa
2833,25/9/2024,202,36,5,1,Completa
4,26/09/2024,111,37,5,4,Completa
224,26/09/2024,294,10,5,4,Completa
296,26/09/2024,279,10,6,5,Pendiente
604,26/09/2024,321,6,3,4,Completa
1092,26/9/2024,232,9,1,1,Completa
1567,26/9/2024,147,15,4,4,Completa
2707,26/9/2024,244,23,1,5,Completa
2711,26/9/2024,309,5,4,1,Completa
2819,26/9/2024,6,25,1,2,Completa
56,27/09/2024,91,20,6,3,Completa
112,27/09/2024,3,31,1,3,Completa
150,27/09/2024,133,6,3,4,Completa
451,27/09/2024,290,7,3,4,Completa
647,27/09/2024,286,19,5,1,Completa
697,27/09/2024,21,19,6,2,Completa
736,27/09/2024,325,5,6,5,Completa
1523,27/9/2024,79,30,3,4,Completa
1670,27/9/2024,95,4,5,3,Completa
1925,27/9/2024,101,10,4,1,Completa
1946,27/9/2024,277,2,5,3,Completa
2553,27/9/2024,120,3,5,4,Completa
2903,27/9/2024,306,6,2,2,Completa
233,28/09/2024,315,10,5,5,Completa
254,28/09/2024,324,29,1,2,Completa
317,28/09/2024,258,7,6,3,Completa
417,28/09/2024,40,8,6,4,Pendiente
860,28/09/2024,106,2,6,4,Completa
1179,28/9/2024,98,10,5,4,Completa
1503,28/9/2024,121,12,6,3,Completa
2026,28/9/2024,48,17,3,4,Pendiente
2174,28/9/2024,325,17,1,3,Completa
2185,28/9/2024,250,10,2,1,Pendiente
2211,28/9/2024,60,24,1,1,Completa
2302,28/9/2024,41,21,4,4,Pendiente
59,29/09/2024,242,16,6,5,Completa
91,29/09/2024,192,6,6,3,Completa
100,29/09/2024,134,26,6,1,Completa
105,29/09/2024,24,24,1,4,Completa
179,29/09/2024,37,6,4,1,Pendiente
566,29/09/2024,109,16,1,5,Completa
745,29/09/2024,230,9,5,5,Completa
1199,29/9/2024,38,38,3,4,Completa
1288,29/9/2024,53,32,3,2,Completa
1311,29/9/2024,309,27,4,2,Completa
2065,29/9/2024,202,16,3,5,Completa
2102,29/9/2024,268,18,4,1,Completa
2470,29/9/2024,85,24,2,4,Completa
2765,29/9/2024,183,21,5,4,Completa
2772,29/9/2024,56,33,3,5,Pendiente
2970,29/9/2024,135,3,4,4,Completa
171,30/09/2024,50,27,3,5,Completa
400,30/09/2024,167,35,2,1,Completa
618,30/09/2024,31,37,3,5,Completa
755,30/09/2024,109,5,6,5,Completa
904,30/09/2024,76,16,3,3,Completa
1120,30/9/2024,283,13,6,5,Completa
1334,30/9/2024,158,33,1,5,Completa
1539,30/9/2024,152,8,1,4,Completa
1608,30/9/2024,78,11,1,5,Completa
2089,30/9/2024,221,14,2,5,Pendiente
2103,30/9/2024,78,5,4,3,Completa
2392,30/9/2024,58,6,5,4,Completa
2482,30/9/2024,82,4,2,5,Pendiente
2613,30/9/2024,251,26,3,1,Pendiente
2864,30/9/2024,28,36,4,3,Pendiente
2876,30/9/2024,162,13,3,1,Completa
714,01/10/2024,237,16,2,5,Completa
753,01/10/2024,99,11,3,2,Completa
2617,1/10/2024,63,35,2,5,Completa
2638,1/10/2024,91,24,4,4,Completa
2757,1/10/2024,35,27,5,4,Completa
517,02/10/2024,307,38,5,2,Completa
901,02/10/2024,325,37,4,4,Completa
1006,2/10/2024,281,23,6,5,Completa
1116,2/10/2024,266,10,4,1,Completa
1295,2/10/2024,208,17,1,4,Pendiente
2119,2/10/2024,296,8,1,4,Completa
2510,2/10/2024,294,31,4,4,Completa
261,03/10/2024,74,6,5,5,Completa
274,03/10/2024,105,23,5,4,Completa
289,03/10/2024,225,31,2,5,Completa
525,03/10/2024,311,34,4,4,Completa
828,03/10/2024,29,26,6,3,Completa
1223,3/10/2024,104,15,6,3,Completa
1570,3/10/2024,78,37,6,3,Completa
1619,3/10/2024,236,13,1,2,Completa
1997,3/10/2024,246,2,1,3,Completa
2029,3/10/2024,129,6,6,5,Completa
2041,3/10/2024,219,28,5,5,Completa
2246,3/10/2024,59,22,3,2,Completa
2461,3/10/2024,185,20,5,5,Completa
2548,3/10/2024,206,27,6,2,Completa
2558,3/10/2024,177,25,6,4,Completa
2616,3/10/2024,272,9,3,1,Pendiente
2724,3/10/2024,302,3,1,1,Completa
240,04/10/2024,312,29,4,3,Completa
649,04/10/2024,128,14,4,3,Completa
664,04/10/2024,264,33,3,5,Completa
1435,4/10/2024,52,31,5,4,Cancelada
2037,4/10/2024,296,32,3,4,Completa
2071,4/10/2024,122,31,1,2,Pendiente
2202,4/10/2024,276,6,5,5,Completa
2521,4/10/2024,20,35,4,3,Completa
159,05/10/2024,217,26,2,1,Completa
543,05/10/2024,162,8,1,5,Completa
722,05/10/2024,136,31,5,4,Completa
772,05/10/2024,141,2,6,3,Completa
794,05/10/2024,302,28,4,3,Completa
1138,5/10/2024,123,22,2,2,Completa
1227,5/10/2024,290,27,3,1,Completa
1635,5/10/2024,94,20,5,1,Completa
2090,5/10/2024,299,19,5,1,Completa
2404,5/10/2024,97,1,4,5,Completa
2690,5/10/2024,263,18,4,5,Completa
68,06/10/2024,127,20,2,5,Completa
164,06/10/2024,233,18,2,4,Completa
894,06/10/2024,178,6,1,5,Completa
964,06/10/2024,220,18,4,4,Completa
1015,6/10/2024,83,4,1,5,Completa
1528,6/10/2024,90,29,2,3,Pendiente
1560,6/10/2024,240,9,5,3,Pendiente
1971,6/10/2024,176,30,1,3,Completa
2491,6/10/2024,91,5,3,4,Pendiente
2948,6/10/2024,278,32,6,4,Completa
137,07/10/2024,264,15,1,5,Pendiente
1330,7/10/2024,285,7,6,4,Pendiente
1360,7/10/2024,177,37,4,3,Completa
1571,7/10/2024,14,18,6,4,Completa
1603,7/10/2024,50,22,3,4,Completa
2122,7/10/2024,120,2,5,5,Completa
2275,7/10/2024,227,36,1,1,Completa
2569,7/10/2024,177,32,4,4,Completa
2853,7/10/2024,259,25,4,2,Completa
553,08/10/2024,255,21,5,4,Completa
2910,8/10/2024,77,34,4,1,Completa
712,09/10/2024,247,15,4,1,Completa
769,09/10/2024,289,17,5,3,Completa
1012,9/10/2024,127,1,2,4,Completa
1280,9/10/2024,239,10,1,5,Completa
1512,9/10/2024,91,11,2,5,Completa
1684,9/10/2024,174,8,3,5,Completa
2662,9/10/2024,15,14,6,4,Completa
2919,9/10/2024,238,32,4,5,Completa
363,10/10/2024,219,23,2,2,Completa
430,10/10/2024,26,25,2,5,Completa
541,10/10/2024,106,21,4,1,Completa
602,10/10/2024,53,35,1,4,Completa
740,10/10/2024,62,17,3,3,Completa
1246,10/10/2024,54,38,6,2,Completa
1414,10/10/2024,248,24,4,5,Pendiente
2523,10/10/2024,63,17,6,5,Completa
2684,10/10/2024,282,35,5,2,Completa
2776,10/10/2024,10,33,3,3,Pendiente
36,11/10/2024,77,27,2,1,Completa
84,11/10/2024,110,13,1,4,Completa
285,11/10/2024,239,15,2,1,Completa
993,11/10/2024,313,10,5,4,Completa
1152,11/10/2024,111,6,3,4,Completa
1701,11/10/2024,200,3,2,5,Pendiente
1726,11/10/2024,241,28,3,4,Completa
2104,11/10/2024,320,15,5,4,Pendiente
2710,11/10/2024,5,8,2,5,Completa
2953,11/10/2024,1,22,5,4,Completa
310,12/10/2024,152,25,3,5,Completa
359,12/10/2024,56,18,1,5,Completa
394,12/10/2024,293,24,6,5,Completa
1748,12/10/2024,218,32,4,3,Completa
2099,12/10/2024,147,34,1,5,Completa
2360,12/10/2024,250,21,1,4,Completa
2387,12/10/2024,22,32,2,4,Completa
2922,12/10/2024,230,22,4,1,Completa
301,13/10/2024,326,21,4,4,Completa
859,13/10/2024,78,8,4,3,Completa
1836,13/10/2024,141,18,5,1,Completa
2113,13/10/2024,119,37,6,5,Completa
2370,13/10/2024,19,28,5,2,Completa
2952,13/10/2024,23,32,6,1,Completa
564,14/10/2024,11,35,5,1,Completa
856,14/10/2024,27,19,2,5,Completa
872,14/10/2024,29,16,6,1,Completa
921,14/10/2024,46,21,2,5,Completa
1021,14/10/2024,24,20,6,2,Completa
1376,14/10/2024,61,16,1,2,Completa
1585,14/10/2024,297,9,2,4,Completa
1768,14/10/2024,260,21,5,4,Completa
2374,14/10/2024,8,2,5,5,Completa
2829,14/10/2024,188,2,1,5,Pendiente
569,15/10/2024,184,25,4,1,Completa
653,15/10/2024,29,3,1,3,Completa
918,15/10/2024,61,11,2,1,Completa
945,15/10/2024,241,30,5,3,Completa
1024,15/10/2024,168,37,1,3,Completa
1374,15/10/2024,21,38,4,3,Completa
1469,15/10/2024,104,25,2,3,Completa
1538,15/10/2024,104,29,6,5,Completa
2352,15/10/2024,193,31,6,1,Pendiente
2818,15/10/2024,310,30,2,4,Completa
2847,15/10/2024,180,15,2,5,Completa
307,16/10/2024,50,27,1,2,Completa
605,16/10/2024,299,5,4,1,Completa
645,16/10/2024,188,3,1,5,Completa
912,16/10/2024,306,19,6,2,Completa
1018,16/10/2024,291,14,3,4,Completa
1020,16/10/2024,61,32,6,5,Completa
1222,16/10/2024,82,27,3,4,Pendiente
1277,16/10/2024,163,2,2,4,Completa
1322,16/10/2024,60,21,2,4,Pendiente
1392,16/10/2024,49,28,4,3,Completa
1446,16/10/2024,9,20,3,4,Pendiente
2816,16/10/2024,287,34,6,3,Completa
38,17/10/2024,271,20,6,3,Completa
326,17/10/2024,132,32,3,2,Pendiente
415,17/10/2024,148,21,1,4,Completa
435,17/10/2024,70,31,3,5,Completa
1209,17/10/2024,19,28,3,4,Completa
1453,17/10/2024,275,25,4,5,Completa
1596,17/10/2024,85,26,2,5,Completa
1969,17/10/2024,233,29,1,1,Completa
2120,17/10/2024,316,13,5,3,Completa
2171,17/10/2024,106,30,2,3,Completa
2231,17/10/2024,6,19,3,3,Completa
2679,17/10/2024,63,3,1,1,Completa
630,18/10/2024,290,18,5,2,Completa
678,18/10/2024,47,27,1,4,Completa
955,18/10/2024,196,6,3,4,Completa
966,18/10/2024,120,22,1,4,Pendiente
2131,18/10/2024,315,5,5,5,Completa
2386,18/10/2024,102,15,5,5,Completa
2739,18/10/2024,6,1,4,5,Completa
678,18/10/2024,47,27,1,4,Completa
439,19/10/2024,207,36,2,2,Completa
530,19/10/2024,31,31,6,3,Completa
978,19/10/2024,116,19,3,5,Completa
1062,19/10/2024,141,34,3,5,Pendiente
1579,19/10/2024,20,22,1,3,Completa
1719,19/10/2024,1,11,3,5,Completa
2115,19/10/2024,250,29,4,5,Pendiente
2312,19/10/2024,22,20,5,5,Completa
2371,19/10/2024,264,6,3,3,Completa
2422,19/10/2024,219,4,1,1,Completa
2542,19/10/2024,189,25,4,4,Pendiente
675,20/10/2024,168,26,4,5,Completa
752,20/10/2024,48,24,3,4,Completa
823,20/10/2024,225,14,6,4,Completa
841,20/10/2024,280,11,2,5,Pendiente
910,20/10/2024,208,24,5,5,Completa
1356,20/10/2024,228,4,6,2,Completa
1391,20/10/2024,6,22,2,1,Completa
1716,20/10/2024,15,34,5,1,Completa
1718,20/10/2024,224,3,3,1,Completa
1911,20/10/2024,64,10,5,4,Pendiente
2337,20/10/2024,242,7,4,3,Pendiente
2588,20/10/2024,116,27,4,3,Completa
2594,20/10/2024,75,3,1,1,Completa
2781,20/10/2024,224,25,5,5,Completa
675,20/10/2024,168,26,4,5,Completa
132,21/10/2024,95,27,1,4,Pendiente
1275,21/10/2024,18,15,5,4,Completa
1454,21/10/2024,272,10,6,1,Completa
1559,21/10/2024,226,1,1,3,Completa
1683,21/10/2024,181,12,4,3,Completa
760,22/10/2024,4,28,5,4,Completa
767,22/10/2024,9,32,2,4,Pendiente
886,22/10/2024,74,2,4,3,Pendiente
1740,22/10/2024,210,7,6,1,Completa
2279,22/10/2024,219,28,3,3,Completa
2317,22/10/2024,174,13,6,1,Completa
2546,22/10/2024,274,23,4,1,Completa
173,23/10/2024,168,36,1,5,Completa
840,23/10/2024,116,27,1,5,Completa
1191,23/10/2024,285,10,5,1,Completa
1336,23/10/2024,122,34,6,3,Completa
1742,23/10/2024,175,7,2,3,Completa
1936,23/10/2024,89,29,5,1,Pendiente
2589,23/10/2024,274,22,5,4,Completa
2670,23/10/2024,311,24,6,3,Completa
629,24/10/2024,157,14,1,1,Pendiente
1491,24/10/2024,132,35,2,2,Completa
2072,24/10/2024,11,29,4,4,Completa
2177,24/10/2024,37,18,6,4,Completa
2504,24/10/2024,161,22,3,1,Completa
235,25/10/2024,177,3,2,4,Pendiente
242,25/10/2024,152,1,3,1,Completa
613,25/10/2024,325,27,3,4,Completa
1087,25/10/2024,170,25,2,2,Completa
1485,25/10/2024,162,38,1,5,Completa
2587,25/10/2024,221,37,1,5,Completa
228,26/10/2024,209,11,4,5,Completa
423,26/10/2024,34,27,6,5,Completa
1303,26/10/2024,203,33,1,5,Completa
1327,26/10/2024,205,23,3,2,Pendiente
1728,26/10/2024,46,19,5,4,Completa
2514,26/10/2024,255,21,5,1,Completa
2723,26/10/2024,321,1,2,5,Completa
33,27/10/2024,65,23,2,5,Completa
314,27/10/2024,122,8,3,4,Completa
458,27/10/2024,102,10,4,5,Completa
1283,27/10/2024,318,32,1,4,Completa
1293,27/10/2024,247,4,2,4,Completa
1308,27/10/2024,185,22,4,1,Completa
1315,27/10/2024,222,3,1,1,Completa
1405,27/10/2024,187,29,2,2,Completa
1536,27/10/2024,203,35,6,1,Completa
2273,27/10/2024,304,10,4,4,Completa
2733,27/10/2024,27,30,6,1,Completa
1119,28/10/2024,142,15,6,2,Completa
1533,28/10/2024,118,15,4,4,Completa
1696,28/10/2024,316,31,6,5,Pendiente
1750,28/10/2024,310,16,1,5,Completa
1833,28/10/2024,14,18,6,5,Completa
2488,28/10/2024,55,10,5,5,Completa
2494,28/10/2024,211,33,5,1,Completa
2501,28/10/2024,272,17,4,4,Completa
2549,28/10/2024,239,8,1,4,Completa
2575,28/10/2024,13,23,4,4,Pendiente
2598,28/10/2024,155,18,6,5,Pendiente
2866,28/10/2024,6,2,3,5,Completa
2897,28/10/2024,36,3,3,4,Completa
32,29/10/2024,155,37,6,4,Completa
331,29/10/2024,157,35,2,3,Completa
668,29/10/2024,160,9,3,5,Completa
758,29/10/2024,168,11,2,1,Completa
759,29/10/2024,4,7,6,4,Completa
1367,29/10/2024,248,9,5,5,Completa
1668,29/10/2024,55,26,6,4,Completa
1882,29/10/2024,7,32,3,4,Completa
2078,29/10/2024,60,23,5,5,Completa
2080,29/10/2024,62,18,4,5,Pendiente
2242,29/10/2024,134,12,3,4,Pendiente
2812,29/10/2024,89,38,4,5,Completa
668,29/10/2024,160,9,3,5,Completa
125,30/10/2024,190,3,6,5,Pendiente
1027,30/10/2024,140,18,4,1,Completa
1193,30/10/2024,217,5,6,4,Completa
1483,30/10/2024,303,23,5,1,Completa
1785,30/10/2024,207,1,1,4,Completa
1930,30/10/2024,302,1,1,1,Completa
2383,30/10/2024,237,14,3,4,Completa
2858,30/10/2024,154,15,1,5,Completa
109,31/10/2024,285,34,6,2,Completa
234,31/10/2024,255,37,5,5,Completa
965,31/10/2024,177,19,4,3,Completa
1192,31/10/2024,277,8,4,5,Pendiente
1361,31/10/2024,192,28,1,3,Completa
1436,31/10/2024,165,14,2,4,Completa
1610,31/10/2024,198,31,1,1,Completa
1644,31/10/2024,111,32,6,5,Completa
1972,31/10/2024,305,22,5,2,Completa
2843,31/10/2024,3,32,6,5,Completa
99,01/11/2024,11,17,1,2,Completa
674,01/11/2024,157,31,2,3,Completa
963,01/11/2024,107,17,4,4,Completa
1048,1/11/2024,185,5,1,2,Completa
1510,1/11/2024,34,1,3,2,Completa
1978,1/11/2024,210,21,3,4,Completa
2143,1/11/2024,54,38,6,4,Completa
2247,1/11/2024,15,12,5,4,Completa
2877,1/11/2024,152,23,4,5,Pendiente
674,01/11/2024,157,31,2,3,Completa
93,02/11/2024,101,26,4,2,Pendiente
283,02/11/2024,292,21,5,1,Pendiente
830,02/11/2024,55,20,1,5,Completa
1304,2/11/2024,19,21,6,5,Completa
1445,2/11/2024,104,12,2,5,Pendiente
1869,2/11/2024,205,16,4,5,Completa
2987,2/11/2024,2,12,3,5,Completa
775,03/11/2024,71,17,6,2,Completa
834,03/11/2024,111,25,4,1,Completa
890,03/11/2024,296,7,5,4,Completa
1029,3/11/2024,9,29,1,5,Pendiente
1161,3/11/2024,277,26,6,4,Completa
1396,3/11/2024,209,9,1,5,Completa
1489,3/11/2024,22,8,4,5,Completa
1711,3/11/2024,183,19,4,4,Completa
2011,3/11/2024,322,8,6,3,Pendiente
2063,3/11/2024,8,32,1,1,Completa
2753,3/11/2024,319,5,3,4,Completa
20,04/11/2024,122,7,6,2,Completa
76,04/11/2024,147,36,5,3,Completa
158,04/11/2024,319,26,2,5,Pendiente
544,04/11/2024,252,26,3,4,Completa
982,04/11/2024,245,19,3,4,Completa
1490,4/11/2024,255,7,3,3,Completa
1573,4/11/2024,298,24,4,4,Completa
